key,name,description,attached to,layer,type,kind,url
humanities,Humanities,,,0,,group,https://en.wikipedia.org/wiki/Humanities
natural-science.physical-science.sonochemistry,Sonochemistry,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Sonochemistry
natural-science.physical-science.supramolecular-chemistry,Supramolecular chemistry,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Supramolecular_chemistry
natural-science.physical-science.surface-chemistry,Surface chemistry,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Surface_chemistry
natural-science.physical-science.synthetic-chemistry,Synthetic chemistry,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Synthetic_chemistry
natural-science.physical-science.systems-chemistry,Systems chemistry,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Systems_chemistry
natural-science.physical-science.theoretical-chemistry,Theoretical chemistry,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Theoretical_chemistry
natural-science.physical-science.thermochemistry,Thermochemistry,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Thermochemistry
natural-science.physical-science.chronology,Chronology,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Chronology
natural-science.physical-science.edaphology,Edaphology,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Edaphology
natural-science.physical-science.environmental-chemistry-2,Environmental chemistry,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Environmental_chemistry
natural-science.physical-science.environmental-science,Environmental science,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Environmental_science
natural-science.physical-science.gemology,Gemology,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Gemology
natural-science.physical-science.geochemistry-2,Geochemistry,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Geochemistry
natural-science.physical-science.geodesy,Geodesy,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Geodesy
natural-science.physical-science.physical-geography,Physical geography,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Physical_geography
natural-science.physical-science.physical-geography.atmospheric-science-meteorology,Atmospheric science / Meteorology,,Physical geography|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Atmospheric_science
natural-science.physical-science.physical-geography.biogeography-phytogeography,Biogeography / Phytogeography,,Physical geography|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Biogeography
natural-science.physical-science.physical-geography.climatology-paleoclimatology-palaeogeography,Climatology / Paleoclimatology / Palaeogeography,,Physical geography|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Climatology
natural-science.physical-science.physical-geography.coastal-geography-oceanography,Coastal geography / Oceanography,,Physical geography|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Coastal_geography
natural-science.physical-science.physical-geography.edaphology-pedology-or-soil-science,Edaphology / Pedology or Soil science,,Physical geography|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Edaphology
natural-science.physical-science.physical-geography.geobiology,Geobiology,,Physical geography|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Geobiology
natural-science.physical-science.physical-geography.geology,Geology,,Physical geography|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Geology
natural-science.physical-science.physical-geography.geostatistics,Geostatistics,,Physical geography|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Geostatistics
natural-science.physical-science.physical-geography.glaciology,Glaciology,,Physical geography|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Glaciology
natural-science.physical-science.physical-geography.hydrology-limnology-hydrogeology,Hydrology / Limnology / Hydrogeology,,Physical geography|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Hydrology
natural-science.physical-science.physical-geography.landscape-ecology,Landscape ecology,,Physical geography|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Landscape_ecology
natural-science.physical-science.physical-geography.quaternary-science,Quaternary science,,Physical geography|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Quaternary_science
natural-science.physical-science.geophysics-2,Geophysics,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Geophysics
natural-science.physical-science.paleontology,Paleontology,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Paleontology
natural-science.physical-science.paleontology.paleobiology,Paleobiology,,key:natural-science.physical-science.paleontology|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Paleobiology
natural-science.physical-science.paleontology.paleoecology,Paleoecology,,key:natural-science.physical-science.paleontology|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Paleoecology
natural-science.physical-science.ecology,Ecology,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Ecology
natural-science.physical-science.forensic-geology,Forensic geology,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Forensic_geology
natural-science.physical-science.geophysics-3,Geophysics,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Geophysics
natural-science.physical-science.planetary-science-alternatively-a-part-of-space-science,"Planetary science (alternatively, a part of space science)",,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Planetary_science
natural-science.physical-science.seismology,Seismology,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Seismology
natural-science.life-science,Life science,,Natural science|0,1,S,discipline,https://en.wikipedia.org/wiki/Outline_of_biology
natural-science.life-science.aerobiology,Aerobiology,,Life science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Aerobiology
natural-science.life-science.anatomy,Anatomy,,Life science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Anatomy
natural-science.life-science.anatomy.comparative-anatomy,Comparative anatomy,,Anatomy|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Comparative_anatomy
natural-science.life-science.anatomy.human-anatomy,Human anatomy,,Anatomy|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Human_anatomy
natural-science.life-science.biochemistry,Biochemistry,,Life science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Biochemistry
natural-science.life-science.bioinformatics,Bioinformatics,,Life science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Bioinformatics
natural-science.life-science.biophysics,Biophysics,,Life science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Biophysics
natural-science.life-science.biotechnology,Biotechnology,,Life science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Biotechnology
natural-science.life-science.botany,Botany,,Life science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Botany
natural-science.life-science.botany.ethnobotany,Ethnobotany,,Botany|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Ethnobotany
natural-science.life-science.botany.phycology,Phycology,,Botany|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Phycology
natural-science.life-science.cell-biology,Cell biology,,Life science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Cell_biology
natural-science.life-science.chronobiology,Chronobiology,,Life science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Chronobiology
natural-science.life-science.cognitive-biology,Cognitive biology,,Life science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Cognitive_biology
natural-science.life-science.computational-biology,Computational biology,,Life science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Computational_biology
natural-science.life-science.conservation-biology,Conservation biology,,Life science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Conservation_biology
natural-science.life-science.cryobiology,Cryobiology,,Life science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Cryobiology
natural-science.life-science.developmental-biology,Developmental biology,,Life science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Developmental_biology
natural-science.life-science.developmental-biology.embryology,Embryology,,Developmental biology|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Embryology
natural-science.life-science.developmental-biology.gerontology,Gerontology,,Developmental biology|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Gerontology
natural-science.life-science.developmental-biology.teratology,Teratology,,Developmental biology|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Teratology
natural-science.life-science.ecology,Ecology,,Life science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Ecology
natural-science.life-science.ecology.agroecology,Agroecology,,key:natural-science.life-science.ecology|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Agroecology
natural-science.life-science.ecology.ethnoecology,Ethnoecology,,key:natural-science.life-science.ecology|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Ethnoecology
natural-science.life-science.ecology.human-ecology,Human ecology,,key:natural-science.life-science.ecology|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Human_ecology
natural-science.life-science.ecology.landscape-ecology,Landscape ecology,,key:natural-science.life-science.ecology|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Landscape_ecology
natural-science.life-science.endocrinology,Endocrinology,,Life science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Endocrinology
natural-science.life-science.epigenetics,Epigenetics,,Life science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Epigenetics
natural-science.life-science.ethnobiology,Ethnobiology,,Life science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Ethnobiology
natural-science.life-science.ethnobiology.anthrozoology,Anthrozoology,,key:natural-science.life-science.ethnobiology|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Anthrozoology
natural-science.life-science.evolutionary-biology,Evolutionary biology,,Life science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Evolutionary_biology
natural-science.life-science.evolution,Evolution,,Life science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Evolution
natural-science.life-science.evolution.systematics,Systematics,,Evolution|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Systematics
natural-science.life-science.evolution.taxonomy,Taxonomy,,Evolution|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Taxonomy_(general)
natural-science.life-science.forensic-biology,Forensic biology,,Life science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Forensic_biology
natural-science.life-science.genetics,Genetics,,Life science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Genetics
natural-science.life-science.genetics.behavioural-genetics,Behavioural genetics,,Genetics|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Behavioural_genetics
natural-science.life-science.genetics.molecular-genetics,Molecular genetics,,Genetics|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Molecular_genetics
natural-science.life-science.genetics.population-genetics,Population genetics,,Genetics|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Population_genetics
natural-science.life-science.geobiology,Geobiology,,Life science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Geobiology
natural-science.life-science.histology,Histology,,Life science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Histology
natural-science.life-science.human-biology,Human biology,,Life science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Human_biology
natural-science.life-science.immunology,Immunology,,Life science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Immunology
natural-science.life-science.limnology,Limnology,,Life science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Limnology
natural-science.life-science.linnaean-taxonomy,Linnaean taxonomy,,Life science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Linnaean_taxonomy
natural-science.life-science.marine-biology,Marine biology,,Life science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Marine_biology
natural-science.life-science.mathematical-biology,Mathematical biology,,Life science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Mathematical_biology
natural-science.life-science.microbiology,Microbiology,,Life science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Microbiology
natural-science.life-science.microbiology.bacteriology,Bacteriology,,Microbiology|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Bacteriology
natural-science.life-science.microbiology.protistology,Protistology,,Microbiology|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Protistology
natural-science.life-science.molecular-biology,Molecular biology,,Life science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Molecular_biology
natural-science.life-science.mycology,Mycology,,Life science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Mycology
natural-science.life-science.neuroscience,Neuroscience,,Life science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Neuroscience
natural-science.life-science.neuroscience.behavioral-neuroscience,Behavioral neuroscience,,Neuroscience|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Behavioral_neuroscience
natural-science.life-science.neuroscience.neurophysics,Neurophysics,,Neuroscience|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Neurophysics
natural-science.life-science.neuroscience.computational-neuroscience,Computational Neuroscience,,Neuroscience|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Computational_Neuroscience
natural-science.life-science.nutrition,Nutrition,,Life science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Nutrition
natural-science.life-science.paleobiology,Paleobiology,,Life science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Paleobiology
natural-science.life-science.paleobiology.paleontology,Paleontology,,key:natural-science.life-science.paleobiology|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Paleontology
natural-science.life-science.parasitology,Parasitology,,Life science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Parasitology
natural-science.life-science.pathology,Pathology,,Life science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Pathology
natural-science.life-science.pathology.anatomical-pathology,Anatomical pathology,,key:natural-science.life-science.pathology|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Anatomical_pathology
