key,name,description,attached to,layer,type,kind,url
humanities,Humanities,,,0,,group,https://en.wikipedia.org/wiki/Humanities
natural-science.physical-science.astrophysics.physical-cosmology,Physical cosmology,,key:natural-science.physical-science.astrophysics|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Physical_cosmology
natural-science.physical-science.astrophysics.relativistic-astrophysics,Relativistic astrophysics,,key:natural-science.physical-science.astrophysics|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Relativistic_astrophysics
natural-science.physical-science.astrophysics.stellar-astrophysics,Stellar astrophysics,,key:natural-science.physical-science.astrophysics|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Star
natural-science.physical-science.astrophysics.stellar-astrophysics.helioseismology,Helioseismology,,Stellar astrophysics|0,4,S,subdiscipline,https://en.wikipedia.org/wiki/Helioseismology
natural-science.physical-science.astrophysics.stellar-astrophysics.solar-physics,Solar physics,,Stellar astrophysics|0,4,S,subdiscipline,https://en.wikipedia.org/wiki/Solar_physics
natural-science.physical-science.astrophysics.stellar-astrophysics.stellar-evolution,Stellar evolution,,Stellar astrophysics|0,4,S,subdiscipline,https://en.wikipedia.org/wiki/Stellar_evolution
natural-science.physical-science.astrophysics.stellar-astrophysics.stellar-nucleosynthesis,Stellar nucleosynthesis,,Stellar astrophysics|0,4,S,subdiscipline,https://en.wikipedia.org/wiki/Stellar_nucleosynthesis
natural-science.physical-science.astrophysics.space-plasma-physics,Space plasma physics,,key:natural-science.physical-science.astrophysics|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Space_plasma_physics
natural-science.physical-science.planetary-science-alternatively-a-part-of-earth-science,"Planetary science (alternatively, a part of earth science)",,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Planetary_science
natural-science.physical-science.planetary-science-alternatively-a-part-of-earth-science.atmospheric-science,Atmospheric science,,"Planetary science (alternatively, a part of earth science)|0",3,S,subdiscipline,https://en.wikipedia.org/wiki/Atmospheric_science
natural-science.physical-science.planetary-science-alternatively-a-part-of-earth-science.exoplanetology,Exoplanetology,,"Planetary science (alternatively, a part of earth science)|0",3,S,subdiscipline,https://en.wikipedia.org/wiki/Exoplanetology
natural-science.physical-science.planetary-science-alternatively-a-part-of-earth-science.planetary-formation,Planetary formation,,"Planetary science (alternatively, a part of earth science)|0",3,S,subdiscipline,https://en.wikipedia.org/wiki/Planetary_formation
natural-science.physical-science.planetary-science-alternatively-a-part-of-earth-science.planetary-rings,Planetary rings,,"Planetary science (alternatively, a part of earth science)|0",3,S,subdiscipline,https://en.wikipedia.org/wiki/Planetary_rings
natural-science.physical-science.planetary-science-alternatively-a-part-of-earth-science.magnetospheres,Magnetospheres,,"Planetary science (alternatively, a part of earth science)|0",3,S,subdiscipline,https://en.wikipedia.org/wiki/Magnetosphere
natural-science.physical-science.planetary-science-alternatively-a-part-of-earth-science.planetary-geology,Planetary geology,,"Planetary science (alternatively, a part of earth science)|0",3,S,subdiscipline,https://en.wikipedia.org/wiki/Planetary_geology
natural-science.physical-science.planetary-science-alternatively-a-part-of-earth-science.planetary-surfaces,Planetary surfaces,,"Planetary science (alternatively, a part of earth science)|0",3,S,subdiscipline,https://en.wikipedia.org/wiki/Planetary_surface
natural-science.physical-science.planetary-science-alternatively-a-part-of-earth-science.small-solar-system-bodies,Small Solar System bodies,,"Planetary science (alternatively, a part of earth science)|0",3,S,subdiscipline,https://en.wikipedia.org/wiki/Small_Solar_System_bodies
natural-science.physical-science.acoustics,Acoustics,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Acoustics
natural-science.physical-science.acoustics.quantum-acoustics,Quantum acoustics,,Acoustics|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Quantum_acoustics
natural-science.physical-science.agrophysics,Agrophysics,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Agrophysics
natural-science.physical-science.aerodynamics,Aerodynamics,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Aerodynamics
natural-science.physical-science.applied-physics,Applied physics,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Applied_physics
natural-science.physical-science.applied-physics.accelerator-physics,Accelerator physics,,key:natural-science.physical-science.applied-physics|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Accelerator_physics
natural-science.physical-science.applied-physics.communication-physics,Communication physics,,key:natural-science.physical-science.applied-physics|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Communication_physics
natural-science.physical-science.astrophysics-2,Astrophysics,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Astrophysics
natural-science.physical-science.atmospheric-physics,Atmospheric physics,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Atmospheric_physics
natural-science.physical-science.atomic-molecular-and-optical-physics,"Atomic, molecular, and optical physics",,Physical Science|0,2,S,subdiscipline,"https://en.wikipedia.org/wiki/Atomic,_molecular,_and_optical_physics"
natural-science.physical-science.atomic-physics,Atomic physics,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Atomic_physics
natural-science.physical-science.biophysics,Biophysics,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Biophysics
natural-science.physical-science.biophysics.neurophysics,Neurophysics,,key:natural-science.physical-science.biophysics|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Neurophysics
natural-science.physical-science.chemical-physics,Chemical physics,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Chemical_physics
natural-science.physical-science.classical-physics,Classical physics,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Classical_physics
natural-science.physical-science.computational-physics,Computational physics,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Computational_physics
natural-science.physical-science.condensed-matter-physics,Condensed matter physics,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Condensed_matter_physics
natural-science.physical-science.cryogenics,Cryogenics,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Cryogenics
natural-science.physical-science.digital-physics,Digital physics,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Digital_physics
natural-science.physical-science.dynamics,Dynamics,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Dynamics_(mechanics)
natural-science.physical-science.dynamics.analytical-dynamics,Analytical dynamics,,Dynamics|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Analytical_dynamics
natural-science.physical-science.dynamics.astrodynamics,Astrodynamics,,Dynamics|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Orbital_mechanics
natural-science.physical-science.dynamics.brownian-dynamics,Brownian dynamics,,Dynamics|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Brownian_dynamics
natural-science.physical-science.dynamics.file-dynamics,File dynamics,,Dynamics|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/File_dynamics
natural-science.physical-science.dynamics.flight-dynamics,Flight dynamics,,Dynamics|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Flight_dynamics
natural-science.physical-science.dynamics.fluid-dynamics,Fluid dynamics,,Dynamics|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Fluid_dynamics
natural-science.physical-science.dynamics.fluid-dynamics.aerodynamics,Aerodynamics,,key:natural-science.physical-science.dynamics.fluid-dynamics|0,4,S,subdiscipline,https://en.wikipedia.org/wiki/Aerodynamics
natural-science.physical-science.dynamics.fluid-dynamics.hydrodynamics,Hydrodynamics,,key:natural-science.physical-science.dynamics.fluid-dynamics|0,4,S,subdiscipline,https://en.wikipedia.org/wiki/Hydrodynamics
natural-science.physical-science.dynamics.fractional-dynamics,Fractional dynamics,,Dynamics|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Fractional_dynamics
natural-science.physical-science.dynamics.geodynamics,Geodynamics,,Dynamics|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Geodynamics
natural-science.physical-science.dynamics.molecular-dynamics,Molecular dynamics,,Dynamics|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Molecular_dynamics
natural-science.physical-science.dynamics.newtonian-dynamics,Newtonian dynamics,,Dynamics|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Newtonian_dynamics
natural-science.physical-science.dynamics.langevin-dynamics,Langevin dynamics,,Dynamics|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Langevin_dynamics
natural-science.physical-science.dynamics.quantum-chromodynamics,Quantum chromodynamics,,Dynamics|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Quantum_chromodynamics
natural-science.physical-science.dynamics.quantum-electrodynamics,Quantum electrodynamics,,Dynamics|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Quantum_electrodynamics
natural-science.physical-science.dynamics.relativistic-dynamics,Relativistic dynamics,,Dynamics|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Relativistic_dynamics
natural-science.physical-science.dynamics.stellar-dynamics,Stellar dynamics,,Dynamics|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Stellar_dynamics
natural-science.physical-science.dynamics.system-dynamics,System dynamics,,Dynamics|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/System_dynamics
natural-science.physical-science.dynamics.thermodynamics,Thermodynamics,,Dynamics|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Thermodynamics
natural-science.physical-science.dynamics.vehicle-dynamics,Vehicle dynamics,,Dynamics|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Vehicle_dynamics
natural-science.physical-science.econophysics,Econophysics,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Econophysics
natural-science.physical-science.electricity,Electricity,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Electricity
natural-science.physical-science.electromagnetism,Electromagnetism,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Electromagnetism
natural-science.physical-science.electrostatic,Electrostatic,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Electrostatic
natural-science.physical-science.magnetism,Magnetism,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Magnetism
natural-science.physical-science.engineering-physics,Engineering physics,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Engineering_physics
natural-science.physical-science.elementary-particle-physics,Elementary particle physics,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Elementary_particle_physics
natural-science.physical-science.experimental-physics,Experimental physics,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Experimental_physics
natural-science.physical-science.fluid-dynamics,Fluid dynamics,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Fluid_dynamics
natural-science.physical-science.geophysics,Geophysics,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Geophysics
natural-science.physical-science.geophysics.biogeophysics,Biogeophysics,,key:natural-science.physical-science.geophysics|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Biogeophysics
natural-science.physical-science.geophysics.geomagnetism,Geomagnetism,,key:natural-science.physical-science.geophysics|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Geomagnetism
natural-science.physical-science.kinematics,Kinematics,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Kinematics
natural-science.physical-science.kinematics.fluid-kinematics,Fluid kinematics,,Kinematics|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Fluid_kinematics
natural-science.physical-science.kinematics.relativistic-kinematics,Relativistic kinematics,,Kinematics|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Relativistic_mechanics#Relativistic_kinematics
natural-science.physical-science.kinetics,Kinetics,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Kinetics_(physics)
natural-science.physical-science.kinetics.electrokinetics,Electrokinetics,,Kinetics|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Electrohydrodynamics
natural-science.physical-science.kinetics.homeokinetics,Homeokinetics,,Kinetics|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Homeokinetics
natural-science.physical-science.laser-physics,Laser physics,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Laser_physics
natural-science.physical-science.materials-physics,Materials physics,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Materials_physics
natural-science.physical-science.mathematical-physics,Mathematical physics,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Mathematical_physics
natural-science.physical-science.mechanics,Mechanics,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Mechanics
natural-science.physical-science.mechanics.analytical-mechanics,Analytical mechanics,,Mechanics|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Analytical_mechanics
natural-science.physical-science.mechanics.applied-mechanics,Applied mechanics,,Mechanics|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Applied_mechanics
natural-science.physical-science.mechanics.ballistics,Ballistics,,Mechanics|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Ballistics
natural-science.physical-science.mechanics.biomechanics,Biomechanics,,Mechanics|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Biomechanics
natural-science.physical-science.mechanics.celestial-mechanics,Celestial mechanics,,Mechanics|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Celestial_mechanics
natural-science.physical-science.mechanics.classical-mechanics,Classical mechanics,,Mechanics|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Classical_mechanics
natural-science.physical-science.mechanics.continuum-mechanics,Continuum mechanics,,Mechanics|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Continuum_mechanics
natural-science.physical-science.mechanics.fluid-mechanics,Fluid mechanics,,Mechanics|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Fluid_mechanics
natural-science.physical-science.mechanics.fracture-mechanics,Fracture mechanics,,Mechanics|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Fracture_mechanics
natural-science.physical-science.mechanics.hamiltonian-mechanics,Hamiltonian mechanics,,Mechanics|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Hamiltonian_mechanics
natural-science.physical-science.mechanics.hydraulics,Hydraulics,,Mechanics|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Hydraulics
natural-science.physical-science.mechanics.lagrangian-mechanics,Lagrangian mechanics,,Mechanics|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Lagrangian_mechanics
natural-science.physical-science.mechanics.matrix-mechanics,Matrix mechanics,,Mechanics|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Matrix_mechanics
natural-science.physical-science.mechanics.molecular-mechanics,Molecular mechanics,,Mechanics|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Molecular_mechanics
natural-science.physical-science.mechanics.optomechanics,Optomechanics,,Mechanics|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Optomechanics
natural-science.physical-science.mechanics.particle-mechanics,Particle mechanics,,Mechanics|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Particle_mechanics
natural-science.physical-science.mechanics.quantum-mechanics,Quantum mechanics,,Mechanics|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Quantum_mechanics
natural-science.physical-science.mechanics.relativistic-mechanics,Relativistic mechanics,,Mechanics|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Relativistic_mechanics
natural-science.physical-science.mechanics.relativistic-quantum-mechanics,Relativistic quantum mechanics,,Mechanics|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Relativistic_quantum_mechanics
natural-science.physical-science.mechanics.soil-mechanics,Soil mechanics,,Mechanics|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Soil_mechanics
natural-science.physical-science.mechanics.solid-mechanics,Solid mechanics,,Mechanics|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Solid_mechanics
natural-science.physical-science.mechanics.statistical-mechanics,Statistical mechanics,,Mechanics|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Statistical_mechanics
natural-science.physical-science.mechanics.statistical-mechanics.quantum-statistical-mechanics,Quantum statistical mechanics,,key:natural-science.physical-science.mechanics.statistical-mechanics|0,4,S,subdiscipline,https://en.wikipedia.org/wiki/Quantum_statistical_mechanics
natural-science.physical-science.mineral-physics,Mineral physics,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Mineral_physics
natural-science.physical-science.medical-physics,Medical physics,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Medical_physics
natural-science.physical-science.molecular-physics,Molecular physics,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Molecular_physics
natural-science.physical-science.newtonian-dynamics,Newtonian dynamics,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Newton%27s_laws_of_motion
natural-science.physical-science.nuclear-physics,Nuclear physics,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Nuclear_physics
natural-science.physical-science.optics,Optics,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Optics
natural-science.physical-science.optics.geometrical-optics,Geometrical optics,,Optics|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Geometrical_optics
natural-science.physical-science.optics.physical-optics,Physical optics,,Optics|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Physical_optics
natural-science.physical-science.optics.quantum-optics,Quantum optics,,Optics|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Quantum_optics
natural-science.physical-science.particle-physics,Particle physics,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Particle_physics
natural-science.physical-science.petrophysics,Petrophysics,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Petrophysics
natural-science.physical-science.photonics,Photonics,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Photonics
natural-science.physical-science.physical-chemistry,Physical chemistry,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Physical_chemistry
natural-science.physical-science.polymer-physics,Polymer physics,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Polymer_physics
natural-science.physical-science.plasma-physics,Plasma physics,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Plasma_physics
natural-science.physical-science.quantum-physics,Quantum physics,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Quantum_physics
natural-science.physical-science.quantum-physics.quantum-technology,Quantum technology,,Quantum physics|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Quantum_technology
natural-science.physical-science.radiophysics,Radiophysics,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Radiophysics
natural-science.physical-science.relativity,Relativity,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Theory_of_relativity
natural-science.physical-science.relativity.general-relativity,General relativity,,Relativity|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/General_relativity
natural-science.physical-science.relativity.special-relativity,Special relativity,,Relativity|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Special_relativity
natural-science.physical-science.solid-mechanics,Solid mechanics,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Solid_mechanics
natural-science.physical-science.solid-state-physics,Solid state physics,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Solid_state_physics
natural-science.physical-science.statistical-mechanics,Statistical mechanics,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Statistical_mechanics
natural-science.physical-science.theoretical-physics,Theoretical physics,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Theoretical_physics
natural-science.physical-science.thermal-physics,Thermal physics,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Thermal_physics
natural-science.physical-science.thermodynamics,Thermodynamics,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Thermodynamics
natural-science.physical-science.social-physics,Social physics,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Social_physics
natural-science.physical-science.soil-physics,Soil physics,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Soil_physics
natural-science.physical-science.solid-state-physics-2,Solid state physics,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Solid_state_physics
natural-science.physical-science.spintronics,Spintronics,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Spintronics
natural-science.physical-science.statics,Statics,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Statics
natural-science.physical-science.statics.fluid-statics,Fluid statics,,Statics|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Fluid_statics
natural-science.physical-science.statistical-physics,Statistical physics,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Statistical_physics
natural-science.physical-science.surface-physics,Surface physics,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Surface_physics
natural-science.physical-science.agrochemistry,Agrochemistry,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Agrochemistry
natural-science.physical-science.analytical-chemistry,Analytical chemistry,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Analytical_chemistry
natural-science.physical-science.astrochemistry-2,Astrochemistry,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Astrochemistry
natural-science.physical-science.atmospheric-chemistry,Atmospheric chemistry,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Atmospheric_chemistry
natural-science.physical-science.biochemistry,Biochemistry,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Biochemistry
natural-science.physical-science.catalysts,Catalysts,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Catalysts
natural-science.physical-science.chemical-biology,Chemical biology,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Chemical_biology
natural-science.physical-science.chemical-engineering,Chemical engineering,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Chemical_engineering
natural-science.physical-science.chemical-physics-2,Chemical physics,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Chemical_physics
natural-science.physical-science.cheminformatics,Cheminformatics,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Cheminformatics
natural-science.physical-science.computational-chemistry,Computational chemistry,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Computational_chemistry
natural-science.physical-science.cosmochemistry-2,Cosmochemistry,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Cosmochemistry
natural-science.physical-science.electrochemistry,Electrochemistry,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Electrochemistry
natural-science.physical-science.environmental-chemistry,Environmental chemistry,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Environmental_chemistry
natural-science.physical-science.femtochemistry,Femtochemistry,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Femtochemistry
natural-science.physical-science.flavor,Flavor,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Flavour_(taste)
natural-science.physical-science.flow-chemistry,Flow chemistry,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Flow_chemistry
natural-science.physical-science.forensic-chemistry,Forensic chemistry,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Forensic_chemistry
natural-science.physical-science.geochemistry,Geochemistry,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Geochemistry
natural-science.physical-science.green-chemistry,Green chemistry,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Green_chemistry
natural-science.physical-science.histochemistry,Histochemistry,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Histochemistry
natural-science.physical-science.hydrogenation,Hydrogenation,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Hydrogenation
natural-science.physical-science.immunochemistry,Immunochemistry,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Immunochemistry
natural-science.physical-science.inorganic-chemistry,Inorganic chemistry,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Inorganic_chemistry
natural-science.physical-science.marine-chemistry,Marine chemistry,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Marine_chemistry
natural-science.physical-science.mathematical-chemistry,Mathematical chemistry,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Mathematical_chemistry
natural-science.physical-science.mechanochemistry,Mechanochemistry,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Mechanochemistry
natural-science.physical-science.medicinal-chemistry,Medicinal chemistry,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Medicinal_chemistry
natural-science.physical-science.molecular-biology,Molecular biology,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Molecular_biology
natural-science.physical-science.molecular-mechanics,Molecular mechanics,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Molecular_mechanics
natural-science.physical-science.nanotechnology,Nanotechnology,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Nanotechnology
natural-science.physical-science.natural-product-chemistry,Natural product chemistry,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Natural_product_chemistry
natural-science.physical-science.neurochemistry,Neurochemistry,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Neurochemistry
natural-science.physical-science.nuclear-chemistry,Nuclear chemistry,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Nuclear_chemistry
natural-science.physical-science.oenology,Oenology,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Oenology
natural-science.physical-science.organic-chemistry,Organic chemistry,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Organic_chemistry
natural-science.physical-science.organometallic-chemistry,Organometallic chemistry,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Organometallic_chemistry
natural-science.physical-science.petrochemistry,Petrochemistry,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Petrochemistry
natural-science.physical-science.pharmacology,Pharmacology,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Pharmacology
natural-science.physical-science.photochemistry,Photochemistry,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Photochemistry
natural-science.physical-science.physical-chemistry-2,Physical chemistry,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Physical_chemistry
natural-science.physical-science.physical-organic-chemistry,Physical organic chemistry,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Physical_organic_chemistry
natural-science.physical-science.phytochemistry,Phytochemistry,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Phytochemistry
natural-science.physical-science.polymer-chemistry,Polymer chemistry,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Polymer_chemistry
natural-science.physical-science.quantum-chemistry,Quantum chemistry,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Quantum_chemistry
natural-science.physical-science.radiochemistry,Radiochemistry,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Radiochemistry
natural-science.physical-science.soil-chemistry,Soil chemistry,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Soil_chemistry
natural-science.physical-science.solid-state-chemistry,Solid-state chemistry,,Physical Science|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Solid-state_chemistry
