key,name,description,attached to,layer,type,url
humanities.law,Law,,,1,S0,https://en.wikipedia.org/wiki/Outline_of_law
humanities.law.legal-management-academic-discipline,Legal management (academic discipline),,Law|0,2,S,https://en.wikipedia.org/wiki/Legal_management_(academic_discipline)
humanities.law.legal-management-academic-discipline.corporate-law,Corporate law,,Legal management (academic discipline)|0,3,S,https://en.wikipedia.org/wiki/Corporate_law
humanities.law.legal-management-academic-discipline.mercantile-law,Mercantile law,,Legal management (academic discipline)|0,3,S,https://en.wikipedia.org/wiki/Mercantile_law
humanities.law.administrative-law,Administrative law,,Law|0,2,S,https://en.wikipedia.org/wiki/Administrative_law
humanities.law.canon-law,Canon law,,Law|0,2,S,https://en.wikipedia.org/wiki/Canon_law
humanities.law.comparative-law,Comparative law,,Law|0,2,S,https://en.wikipedia.org/wiki/Comparative_law
humanities.law.constitutional-law,Constitutional law,,Law|0,2,S,https://en.wikipedia.org/wiki/Constitutional_law
humanities.law.competition-law,Competition law,,Law|0,2,S,https://en.wikipedia.org/wiki/Competition_law
humanities.law.criminal-law,Criminal law,,Law|0,2,S,https://en.wikipedia.org/wiki/Criminal_law
humanities.law.criminal-law.criminal-procedure,Criminal procedure,,Criminal law|0,3,S,https://en.wikipedia.org/wiki/Criminal_procedure
humanities.law.criminal-law.criminal-justice,Criminal justice,,Criminal law|0,3,S,https://en.wikipedia.org/wiki/Criminal_justice
humanities.law.criminal-law.criminal-justice.police-science,Police science,,key:humanities.law.criminal-law.criminal-justice|0,4,S,https://en.wikipedia.org/wiki/Police_science
humanities.law.criminal-law.criminal-justice.forensic-science,Forensic science,,key:humanities.law.criminal-law.criminal-justice|0,4,S,https://en.wikipedia.org/wiki/Forensic_science
humanities.law.islamic-law,Islamic law,,Law|0,2,S,https://en.wikipedia.org/wiki/Sharia
humanities.law.jewish-law,Jewish law,,Law|0,2,S,https://en.wikipedia.org/wiki/Jewish_law
humanities.law.jurisprudence-philosophy-of-law,Jurisprudence (Philosophy of Law),,Law|0,2,S,https://en.wikipedia.org/wiki/Jurisprudence
humanities.law.civil-law,Civil law,,Law|0,2,S,https://en.wikipedia.org/wiki/Civil_law_(common_law)
humanities.law.civil-law.admiralty-law,Admiralty law,,Civil law|0,3,S,https://en.wikipedia.org/wiki/Admiralty_law
humanities.law.civil-law.animal-law-animal-rights,Animal law/Animal rights,,Civil law|0,3,S,https://en.wikipedia.org/wiki/Animal_law
humanities.law.civil-law.common-law,Common law,,Civil law|0,3,S,https://en.wikipedia.org/wiki/Common_law
humanities.law.civil-law.corporations,Corporations,,Civil law|0,3,S,https://en.wikipedia.org/wiki/Corporations
humanities.law.civil-law.civil-procedure,Civil procedure,,Civil law|0,3,S,https://en.wikipedia.org/wiki/Civil_procedure
humanities.law.civil-law.contract-law,Contract law,,Civil law|0,3,S,https://en.wikipedia.org/wiki/Contract_law
humanities.law.civil-law.environmental-law,Environmental law,,Civil law|0,3,S,https://en.wikipedia.org/wiki/Environmental_law
humanities.law.civil-law.family-law,Family law,,Civil law|0,3,S,https://en.wikipedia.org/wiki/Family_law
humanities.law.civil-law.federal-law,Federal law,,Civil law|0,3,S,https://en.wikipedia.org/wiki/Federal_law
humanities.law.civil-law.international-law,International law,,Civil law|0,3,S,https://en.wikipedia.org/wiki/International_law
humanities.law.civil-law.international-law.public-international-law,Public international law,,International law|0,4,S,https://en.wikipedia.org/wiki/Public_international_law
humanities.law.civil-law.international-law.supranational-law,Supranational law,,International law|0,4,S,https://en.wikipedia.org/wiki/Supranational_law
humanities.law.civil-law.labor-law,Labor law,,Civil law|0,3,S,https://en.wikipedia.org/wiki/Labor_law
humanities.law.civil-law.paralegal-studies,Paralegal studies,,Civil law|0,3,S,https://en.wikipedia.org/wiki/Paralegal
humanities.law.civil-law.property-law,Property law,,Civil law|0,3,S,https://en.wikipedia.org/wiki/Property_law
humanities.law.civil-law.tax-law,Tax law,,Civil law|0,3,S,https://en.wikipedia.org/wiki/Tax_law
humanities.law.civil-law.tort-law,Tort law,,Civil law|0,3,S,https://en.wikipedia.org/wiki/Tort_law
humanities.law.law-enforcement,Law enforcement,,Law|0,2,S,https://en.wikipedia.org/wiki/Law_enforcement
humanities.law.procedural-law,Procedural law,,Law|0,2,S,https://en.wikipedia.org/wiki/Procedural_law
humanities.law.substantive-law,Substantive law,,Law|0,2,S,https://en.wikipedia.org/wiki/Substantive_law
humanities.philosophy,Philosophy,,,1,S0,https://en.wikipedia.org/wiki/Outline_of_philosophy
humanities.philosophy.aesthetics-philosophy-of-art,Aesthetics / Philosophy of art,,Philosophy|0,2,S,https://en.wikipedia.org/wiki/Aesthetics
humanities.philosophy.applied-philosophy,Applied philosophy,,Philosophy|0,2,S,https://en.wikipedia.org/wiki/Applied_philosophy
humanities.philosophy.applied-philosophy.philosophy-of-economics,Philosophy of economics,,Applied philosophy|0,3,S,https://en.wikipedia.org/wiki/Philosophy_and_economics
humanities.philosophy.applied-philosophy.philosophy-of-education,Philosophy of education,,Applied philosophy|0,3,S,https://en.wikipedia.org/wiki/Philosophy_of_education
humanities.philosophy.applied-philosophy.philosophy-of-engineering,Philosophy of engineering,,Applied philosophy|0,3,S,https://en.wikipedia.org/wiki/Philosophy_of_engineering
humanities.philosophy.applied-philosophy.philosophy-of-history,Philosophy of history,,Applied philosophy|0,3,S,https://en.wikipedia.org/wiki/Philosophy_of_history
humanities.philosophy.applied-philosophy.philosophy-of-law,Philosophy of law,,Applied philosophy|0,3,S,https://en.wikipedia.org/wiki/Philosophy_of_law
humanities.philosophy.applied-philosophy.philosophy-of-mathematics,Philosophy of mathematics,,Applied philosophy|0,3,S,https://en.wikipedia.org/wiki/Philosophy_of_mathematics
humanities.philosophy.applied-philosophy.philosophy-of-music,Philosophy of music,,Applied philosophy|0,3,S,https://en.wikipedia.org/wiki/Philosophy_of_music
humanities.philosophy.applied-philosophy.philosophy-of-psychology,Philosophy of psychology,,Applied philosophy|0,3,S,https://en.wikipedia.org/wiki/Philosophy_of_psychology
humanities.philosophy.applied-philosophy.philosophy-of-religion,Philosophy of religion,,Applied philosophy|0,3,S,https://en.wikipedia.org/wiki/Philosophy_of_religion
humanities.philosophy.applied-philosophy.philosophy-of-physical-sciences,Philosophy of physical sciences,,Applied philosophy|0,3,S,https://en.wikipedia.org/wiki/Philosophy_of_science
humanities.philosophy.applied-philosophy.philosophy-of-physical-sciences.philosophy-of-biology,Philosophy of biology,,Philosophy of physical sciences|0,4,S,https://en.wikipedia.org/wiki/Philosophy_of_biology
humanities.philosophy.applied-philosophy.philosophy-of-physical-sciences.philosophy-of-chemistry,Philosophy of chemistry,,Philosophy of physical sciences|0,4,S,https://en.wikipedia.org/wiki/Philosophy_of_chemistry
humanities.philosophy.applied-philosophy.philosophy-of-physical-sciences.philosophy-of-physics,Philosophy of physics,,Philosophy of physical sciences|0,4,S,https://en.wikipedia.org/wiki/Philosophy_of_physics
humanities.philosophy.applied-philosophy.philosophy-of-social-science,Philosophy of social science,,Applied philosophy|0,3,S,https://en.wikipedia.org/wiki/Philosophy_of_social_science
humanities.philosophy.applied-philosophy.philosophy-of-technology,Philosophy of technology,,Applied philosophy|0,3,S,https://en.wikipedia.org/wiki/Philosophy_of_technology
humanities.philosophy.applied-philosophy.systems-philosophy,Systems philosophy,,Applied philosophy|0,3,S,https://en.wikipedia.org/wiki/Systems_philosophy
humanities.philosophy.applied-philosophy.political-philosophy-and-social-philosophy,Political philosophy and Social philosophy,,Applied philosophy|0,3,S,https://en.wikipedia.org/wiki/Political_philosophy
humanities.philosophy.applied-philosophy.political-philosophy-and-social-philosophy.anarchism,Anarchism,,Political philosophy and Social philosophy|0,4,S,https://en.wikipedia.org/wiki/Anarchism
humanities.philosophy.applied-philosophy.political-philosophy-and-social-philosophy.manosphere-schools-of-gender-dynamics,Manosphere Schools of Gender Dynamics,,Political philosophy and Social philosophy|0,4,S,https://en.wikipedia.org/wiki/Manosphere
humanities.philosophy.applied-philosophy.political-philosophy-and-social-philosophy.libertarianism,Libertarianism,,Political philosophy and Social philosophy|0,4,S,https://en.wikipedia.org/wiki/Libertarianism
humanities.philosophy.applied-philosophy.political-philosophy-and-social-philosophy.marxism,Marxism,,Political philosophy and Social philosophy|0,4,S,https://en.wikipedia.org/wiki/Marxism
humanities.philosophy.epistemology,Epistemology,,Philosophy|0,2,S,https://en.wikipedia.org/wiki/Epistemology
humanities.philosophy.epistemology.justification,Justification,,Epistemology|0,3,S,https://en.wikipedia.org/wiki/Theory_of_justification
humanities.philosophy.epistemology.reasoning-errors,Reasoning errors,,Epistemology|0,3,S,https://en.wikipedia.org/wiki/List_of_informal_fallacies
humanities.philosophy.ethics,Ethics,,,1,S0,https://en.wikipedia.org/wiki/Ethics
humanities.philosophy.ethics.applied-ethics,Applied ethics,,Ethics|0,2,S,https://en.wikipedia.org/wiki/Applied_ethics
humanities.philosophy.ethics.applied-ethics.animal-rights,Animal rights,,Applied ethics|0,3,S,https://en.wikipedia.org/wiki/Animal_rights
humanities.philosophy.ethics.applied-ethics.bioethics,Bioethics,,Applied ethics|0,3,S,https://en.wikipedia.org/wiki/Bioethics
humanities.philosophy.ethics.applied-ethics.environmental-ethics,Environmental ethics,,Applied ethics|0,3,S,https://en.wikipedia.org/wiki/Environmental_ethics
humanities.philosophy.ethics.meta-ethics,Meta-ethics,,Ethics|0,2,S,https://en.wikipedia.org/wiki/Meta-ethics
humanities.philosophy.ethics.moral-psychology-descriptive-ethics-value-theory,"Moral psychology, Descriptive ethics, Value theory",,Ethics|0,2,S,https://en.wikipedia.org/wiki/Moral_psychology
humanities.philosophy.ethics.normative-ethics,Normative ethics,,Ethics|0,2,S,https://en.wikipedia.org/wiki/Normative_ethics
humanities.philosophy.ethics.normative-ethics.virtue-ethics,Virtue ethics,,Normative ethics|0,3,S,https://en.wikipedia.org/wiki/Virtue_ethics
humanities.philosophy.meta-philosophy,Meta-philosophy,,Philosophy|0,2,S,https://en.wikipedia.org/wiki/Meta-philosophy
humanities.philosophy.metaphysics,Metaphysics,,Philosophy|0,2,S,https://en.wikipedia.org/wiki/Metaphysics
humanities.philosophy.metaphysics.philosophy-of-action,Philosophy of Action,,Metaphysics|0,3,S,https://en.wikipedia.org/wiki/Action_(philosophy)
humanities.philosophy.metaphysics.determinism-and-free-will,Determinism and Free will,,Metaphysics|0,3,S,https://en.wikipedia.org/wiki/Determinism
humanities.philosophy.metaphysics.ontology,Ontology,,Metaphysics|0,3,S,https://en.wikipedia.org/wiki/Ontology
humanities.philosophy.metaphysics.philosophy-of-mind,Philosophy of mind,,Metaphysics|0,3,S,https://en.wikipedia.org/wiki/Philosophy_of_mind
humanities.philosophy.metaphysics.philosophy-of-mind.philosophy-of-pain,Philosophy of pain,,Philosophy of mind|0,4,S,https://en.wikipedia.org/wiki/Pain_(philosophy)
humanities.philosophy.metaphysics.philosophy-of-mind.philosophy-of-artificial-intelligence,Philosophy of artificial intelligence,,Philosophy of mind|0,4,S,https://en.wikipedia.org/wiki/Philosophy_of_artificial_intelligence
humanities.philosophy.metaphysics.philosophy-of-mind.philosophy-of-perception,Philosophy of perception,,Philosophy of mind|0,4,S,https://en.wikipedia.org/wiki/Philosophy_of_perception
humanities.philosophy.metaphysics.philosophy-of-space-and-time,Philosophy of space and time,,Metaphysics|0,3,S,https://en.wikipedia.org/wiki/Philosophy_of_space_and_time
humanities.philosophy.metaphysics.teleology,Teleology,,Metaphysics|0,3,S,https://en.wikipedia.org/wiki/Teleology
humanities.philosophy.metaphysics.theism-and-atheism,Theism and Atheism,,Metaphysics|0,3,S,https://en.wikipedia.org/wiki/Theism
humanities.philosophy.philosophical-traditions-and-schools,Philosophical traditions and schools,,Philosophy|0,2,S,https://en.wikipedia.org/wiki/Philosophical_movement
humanities.philosophy.philosophical-traditions-and-schools.african-philosophy,African philosophy,,Philosophical traditions and schools|0,3,S,https://en.wikipedia.org/wiki/African_philosophy
humanities.philosophy.philosophical-traditions-and-schools.analytic-philosophy,Analytic philosophy,,Philosophical traditions and schools|0,3,S,https://en.wikipedia.org/wiki/Analytic_philosophy
humanities.philosophy.philosophical-traditions-and-schools.aristotelianism,Aristotelianism,,Philosophical traditions and schools|0,3,S,https://en.wikipedia.org/wiki/Aristotelianism
humanities.philosophy.philosophical-traditions-and-schools.continental-philosophy,Continental philosophy,,Philosophical traditions and schools|0,3,S,https://en.wikipedia.org/wiki/Continental_philosophy
humanities.philosophy.philosophical-traditions-and-schools.eastern-philosophy,Eastern philosophy,,Philosophical traditions and schools|0,3,S,https://en.wikipedia.org/wiki/Eastern_philosophy
humanities.philosophy.philosophical-traditions-and-schools.feminist-philosophy,Feminist philosophy,,Philosophical traditions and schools|0,3,S,https://en.wikipedia.org/wiki/Feminist_philosophy
humanities.philosophy.philosophical-traditions-and-schools.islamic-philosophy,Islamic philosophy,,Philosophical traditions and schools|0,3,S,https://en.wikipedia.org/wiki/Islamic_philosophy
humanities.philosophy.philosophical-traditions-and-schools.platonism,Platonism,,Philosophical traditions and schools|0,3,S,https://en.wikipedia.org/wiki/Platonism
humanities.philosophy.history-of-philosophy,History of philosophy,,Philosophy|0,2,S,https://en.wikipedia.org/wiki/History_of_philosophy
humanities.religious-studies,Religious studies,,,1,S0,https://en.wikipedia.org/wiki/Religious_studies
