topicID,urlNr,url
ORG2,1,https://en.wikipedia.org/wiki/Organ_(anatomy)
ORT1,1,https://en.wikipedia.org/wiki/Orthopterology
OST1,1,https://en.wikipedia.org/wiki/Osteology
OTO2,1,https://en.wikipedia.org/wiki/Otorhinolaryngology
PAE1,1,https://en.wikipedia.org/wiki/Paedology
PME1,1,https://en.wikipedia.org/wiki/Algology_(medicine)
PLB1,1,https://en.wikipedia.org/wiki/Palaeobiology
PLC1,1,https://en.wikipedia.org/wiki/Palaeoclimatology
PLI1,1,https://en.wikipedia.org/wiki/Palaeoichthyology
PLP1,1,https://en.wikipedia.org/wiki/Palaeopedology
PLB2,1,https://en.wikipedia.org/wiki/Paleobotany
PLS2,1,https://en.wikipedia.org/wiki/Paleoseismology
PAP1,1,https://en.wikipedia.org/wiki/Papyrology
PPS1,1,https://en.wikipedia.org/wiki/Parapsychology
PDG2,1,https://en.wikipedia.org/wiki/Pedagogics
PEN1,1,https://en.wikipedia.org/wiki/Penology
PER1,1,https://en.wikipedia.org/wiki/Periodontology
PES1,1,https://en.wikipedia.org/wiki/Pestology
PHC2,1,https://en.wikipedia.org/wiki/Pharmacognosy
PHE3,1,https://en.wikipedia.org/wiki/Phenology
PNE3,1,https://en.wikipedia.org/wiki/Phonetics
PYG3,1,https://en.wikipedia.org/wiki/Phylogenetics
PLU1,1,https://en.wikipedia.org/wiki/Plumology
POD1,1,https://en.wikipedia.org/wiki/Podiatry
POG1,1,https://en.wikipedia.org/wiki/Pogonology
POM1,1,https://en.wikipedia.org/wiki/Pomology
POS3,1,https://en.wikipedia.org/wiki/Posology
POT1,1,https://en.wikipedia.org/wiki/Potamology
PRA2,1,https://en.wikipedia.org/wiki/Praxeology
PRO3,1,https://en.wikipedia.org/wiki/Proctology
PSE3,1,https://en.wikipedia.org/wiki/Psephology
PYB1,1,https://en.wikipedia.org/wiki/Psychobiology
PYL2,1,https://en.wikipedia.org/wiki/Psycholinguistics
PYP1,1,https://en.wikipedia.org/wiki/Psychopathology
PYP2,1,https://en.wikipedia.org/wiki/Psychophysics
QUT1,1,https://en.wikipedia.org/wiki/Queer_theory
RAD3,1,https://en.wikipedia.org/wiki/Radiology
RHE1,1,https://en.wikipedia.org/wiki/Rheology
RHE2,1,https://en.wikipedia.org/wiki/Rheumatology
RHI1,1,https://en.wikipedia.org/wiki/Rhinology
ROB1,1,https://en.wikipedia.org/wiki/Robotics
RUN1,1,https://en.wikipedia.org/wiki/Runology
SCR1,1,https://en.wikipedia.org/wiki/Scripophily
SEL1,1,https://en.wikipedia.org/wiki/Selenodesy
SEL2,1,https://en.wikipedia.org/wiki/Geology_of_the_Moon
SEM3,1,https://en.wikipedia.org/wiki/Semiotics
SER1,1,https://en.wikipedia.org/wiki/Serology
SIN2,1,https://en.wikipedia.org/wiki/Sindonology
SIT1,1,https://en.wikipedia.org/wiki/Sitology
SHL1,1,https://en.wikipedia.org/wiki/Snow_hydrology
SCE1,1,https://en.wikipedia.org/wiki/Socioeconomics
SPH2,1,https://en.wikipedia.org/wiki/Sphygmology
SPL2,1,https://en.wikipedia.org/wiki/Splanchnology
STM1,1,https://en.wikipedia.org/wiki/Stomatology
SUI1,1,https://en.wikipedia.org/wiki/Suicidology
SYM1,1,https://en.wikipedia.org/wiki/Symptomatology
SYN3,1,https://en.wikipedia.org/wiki/Synecology
SYP1,1,https://en.wikipedia.org/wiki/Syphilology
SYS2,1,https://en.wikipedia.org/wiki/Systematics
TAX2,1,https://en.wikipedia.org/wiki/Taxidermy
TEL3,1,https://en.wikipedia.org/wiki/Telmatology
TEM1,1,https://en.wikipedia.org/wiki/Tempestology
THE2,1,https://en.wikipedia.org/wiki/Theriogenology
TRA1,1,https://en.wikipedia.org/wiki/Traumatology
TRI1,1,https://en.wikipedia.org/wiki/Tribology
URA2,1,https://en.wikipedia.org/wiki/Uranography
URB1,1,https://en.wikipedia.org/wiki/Urbanology
URO2,1,https://en.wikipedia.org/wiki/Urology
VAC1,1,https://en.wikipedia.org/wiki/Vaccinology
VEN1,1,https://en.wikipedia.org/wiki/Venereology
VEX1,1,https://en.wikipedia.org/wiki/Vexillography
VEX2,1,https://en.wikipedia.org/wiki/Vexillology
VIC1,1,https://en.wikipedia.org/wiki/Victimology
XEN1,1,https://en.wikipedia.org/wiki/Xenobiology
XYL2,1,https://en.wikipedia.org/wiki/Xylography
YOS1,1,https://en.wikipedia.org/wiki/Youth_Studies
ZEN1,1,https://en.wikipedia.org/wiki/Zenography
ZAR1,1,https://en.wikipedia.org/wiki/Zooarchaeology
ZPA1,1,https://en.wikipedia.org/wiki/Zoopathology
ZTE1,1,https://en.wikipedia.org/wiki/Zootechnics
ANT2,1,https://en.wikipedia.org/wiki/Anthropobiology
ANT3,1,https://en.wikipedia.org/wiki/Anthrozoology
CAS1,1,https://en.wikipedia.org/wiki/Castrametation
COS3,1,https://en.wikipedia.org/wiki/Cosmetology
CRA1,1,https://en.wikipedia.org/wiki/Craniology
DRE1,1,https://en.wikipedia.org/wiki/Dance_research
EGY1,1,https://en.wikipedia.org/wiki/Egyptology
ELL1,1,https://en.wikipedia.org/wiki/Electrology
EME1,1,https://en.wikipedia.org/wiki/Emetology
EPI2,1,https://en.wikipedia.org/wiki/Epileptology
ERG2,1,https://en.wikipedia.org/wiki/Ergonomics
ETB1,1,https://en.wikipedia.org/wiki/Ethnobiology
ETB2,1,https://en.wikipedia.org/wiki/Ethnobotany
ETC1,1,https://en.wikipedia.org/wiki/Ethnochoreology
ETL1,1,https://en.wikipedia.org/wiki/Ethnology
ETM1,1,https://en.wikipedia.org/wiki/Ethnomethodology
ETM2,1,https://en.wikipedia.org/wiki/Ethnomusicology
FIN1,1,https://en.wikipedia.org/wiki/Finance
FOL1,1,https://en.wikipedia.org/wiki/Folkloristics
GAR1,1,https://en.wikipedia.org/wiki/Garbology
GEN3,1,https://en.wikipedia.org/wiki/Genealogy
GRM2,1,https://en.wikipedia.org/wiki/Grammatology
HSP1,1,https://en.wikipedia.org/wiki/Histopathology
HOP1,1,https://en.wikipedia.org/wiki/Hoplology
ICO2,1,https://en.wikipedia.org/wiki/Iconography
IRE2,1,https://en.wikipedia.org/wiki/Irenology
KNS1,1,https://en.wikipedia.org/wiki/Kinesics
KNS2,1,https://en.wikipedia.org/wiki/Kinesiology
KTE1,1,https://en.wikipedia.org/wiki/Ktenology
LOG2,1,https://en.wikipedia.org/wiki/Logistics
MAG1,1,https://en.wikipedia.org/wiki/Magnetics
MGH1,1,https://en.wikipedia.org/wiki/Magnetohydrodynamics
MGS1,1,https://en.wikipedia.org/wiki/Magnetostatics
MYT1,1,https://en.wikipedia.org/wiki/Mythology
ORT2,1,https://en.wikipedia.org/wiki/Orthoepy
ORT3,1,https://en.wikipedia.org/wiki/Orthography
PLA1,1,https://en.wikipedia.org/wiki/Palaeoanthropology
PLL1,1,https://en.wikipedia.org/wiki/Palaeolimnology
PNI1,1,https://en.wikipedia.org/wiki/Phoniatrics
POL1,1,https://en.wikipedia.org/wiki/Polemology
PRI2,1,https://en.wikipedia.org/wiki/Primatology
SIL1,1,https://en.wikipedia.org/wiki/Silvics
SOM2,1,https://en.wikipedia.org/wiki/Somatology
SYM2,1,https://en.wikipedia.org/wiki/Symbology
TEC3,1,https://en.wikipedia.org/wiki/Terrestrial_ecology
TEU1,1,https://en.wikipedia.org/wiki/Teuthology
TON1,1,https://en.wikipedia.org/wiki/Tonetics
TRI2,1,https://en.wikipedia.org/wiki/Trichology
TYL1,1,https://en.wikipedia.org/wiki/Typology
WEB1,1,https://en.wikipedia.org/wiki/Webology
ZSE1,1,https://en.wikipedia.org/wiki/Zoosemiotics
